#	3	21062019
# IP CIDR	IP range	CtryWhoCode	ASN	Uncert	Latitude	Longitude	WhoCntry	Org
# Begin IPv6 private address space
2801:80:8a0::/48	2801:80:8a0::-2801:80:8a0:ffff:ffff:ffff:ffff:ffff	0x20001186	263533	70.0	-23.547500	-46.636110	br	JBS S.A.
2801:80:8b0::/48	2801:80:8b0::-2801:80:8b0:ffff:ffff:ffff:ffff:ffff	0x2000221e	263540	70.0	-22.523060	-44.104170	br	Unimed Volta Redonda de Coop. de Trabalho Médico
2801:80:8c0::/47	2801:80:8c0::-2801:80:8c1:ffff:ffff:ffff:ffff:ffff	0x20000431	263547	70.0	-23.547500	-46.636110	br	Brinks Seguranca e Transporte de Valores Ltda.
2801:80:8d0::/48	2801:80:8d0::-2801:80:8d0:ffff:ffff:ffff:ffff:ffff	0x20000b3a	263550	70.0	-21.389170	-42.696670	br	Energisa S/A
2801:80:8e0::/48	2801:80:8e0::-2801:80:8e0:ffff:ffff:ffff:ffff:ffff	0x200000e3	263306	70.0	-23.547500	-46.636110	br	ASSOC. NACIONAL DOS SERV. DA JUSTIÇA DO TRABALHO
2801:80:8f0::/48	2801:80:8f0::-2801:80:8f0:ffff:ffff:ffff:ffff:ffff	0x2000142f	61903	70.0	-29.678330	-51.130560	br	MUNICIPIO DE NOVO HAMBURGO
2801:80:900::/48	2801:80:900::-2801:80:900:ffff:ffff:ffff:ffff:ffff	0x200003d6	263312	70.0	-23.547500	-46.636110	br	BizPro Processos de Negócios Ltda.
2801:80:90::/48	2801:80:90::-2801:80:90:ffff:ffff:ffff:ffff:ffff	0x20000a5d	53151	70.0	-22.902780	-43.207500	br	EDITORA GLOBO S/A.
2801:80:910::/48	2801:80:910::-2801:80:910:ffff:ffff:ffff:ffff:ffff	0x20000fd5	263313	70.0	-22.905560	-47.060830	br	INSTITUTO DE TECNOLOGIA DE ALIMENTOS
2801:80:920::/48	2801:80:920::-2801:80:920:ffff:ffff:ffff:ffff:ffff	0x20000a60	263318	70.0	-23.547500	-46.636110	br	EDUCARE TECNOLOGIA DA INFORMACAO LTDA
2801:80:930::/48	2801:80:930::-2801:80:930:ffff:ffff:ffff:ffff:ffff	0x2000118c	263319	70.0	-12.894440	-38.327220	br	JCR COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA
2801:80:940::/48	2801:80:940::-2801:80:940:ffff:ffff:ffff:ffff:ffff	0x20001216	263323	70.0	-30.033060	-51.230000	br	Kanon Serviços em Tecnologia da Informação Ltda
2801:80:950::/48	2801:80:950::-2801:80:950:ffff:ffff:ffff:ffff:ffff	0x20000ce3	263330	70.0	-18.578890	-46.518060	br	Fundação Educacional de Patos de Minas
2801:80:960::/48	2801:80:960::-2801:80:960:ffff:ffff:ffff:ffff:ffff	0x200006b0	263358	70.0	-15.779720	-47.929720	br	Centro B. de P. em A. e S. e de P de Eventos
2801:80:970::/48	2801:80:970::-2801:80:970:ffff:ffff:ffff:ffff:ffff	0x2000206a	263364	70.0	-22.946670	-47.315830	br	Tetra Pak Ltda
2801:80:980::/48	2801:80:980::-2801:80:980:ffff:ffff:ffff:ffff:ffff	0x20000260	263365	70.0	-23.547500	-46.636110	br	Associação de Ensino de Ribeirão Preto
2801:80:990::/48	2801:80:990::-2801:80:990:ffff:ffff:ffff:ffff:ffff	0x200002cc	263376	70.0	-19.920830	-43.937780	br	BANCO MERCANTIL DO BRASIL S/A
2801:80:9a0::/48	2801:80:9a0::-2801:80:9a0:ffff:ffff:ffff:ffff:ffff	0x200018cc	263381	70.0	-23.547500	-46.636110	br	PROSUL - PROJETOS
2801:80:9b0::/48	2801:80:9b0::-2801:80:9b0:ffff:ffff:ffff:ffff:ffff	0x2000129e	263403	70.0	-20.329720	-40.292500	br	LOJAS AVENIDA LTDA
2801:80:9c0::/48	2801:80:9c0::-2801:80:9c0:ffff:ffff:ffff:ffff:ffff	0x200019d5	263406	70.0	-19.920830	-43.937780	br	Procuradoria Geral de Justiça de Minas Gerais
2801:80:9e0::/48	2801:80:9e0::-2801:80:9e0:ffff:ffff:ffff:ffff:ffff	0x200021cb	263417	70.0	-20.442780	-54.646390	br	UNIVERSIDADE CATOLICA DOM BOSCO
2801:80:9f0::/48	2801:80:9f0::-2801:80:9f0:ffff:ffff:ffff:ffff:ffff	0x20000fd1	263273	70.0	-21.750000	-41.300000	br	INST. FED. DE EDUCACAO CIENCIA E TECNO FLUMINENSE
2801:80:a00::/48	2801:80:a00::-2801:80:a00:ffff:ffff:ffff:ffff:ffff	0x20001869	263279	70.0	-8.486390	-36.233060	br	PARKS SA Comunicações Digitais
2801:80:a0::/48	2801:80:a0::-2801:80:a0:ffff:ffff:ffff:ffff:ffff	0x2000031c	28332	70.0	-23.547500	-46.636110	br	BOA VISTA SERVICOS S.A.
2801:80:a10::/48	2801:80:a10::-2801:80:a10:ffff:ffff:ffff:ffff:ffff	0x200002c5	263287	70.0	-10.911110	-37.071670	br	BANCO DO ESTADO DE SERGIPE S/A
2801:80:a20::/48	2801:80:a20::-2801:80:a20:ffff:ffff:ffff:ffff:ffff	0x2000026c	262357	70.0	-23.547500	-46.636110	br	Atento Brasil S.A
2801:80:a30::/48	2801:80:a30::-2801:80:a30:ffff:ffff:ffff:ffff:ffff	0x2000069a	263118	70.0	-19.220000	-42.483610	br	Celulose Nipo-Brasileira S.A - CENIBRA
2801:80:a40::/48	2801:80:a40::-2801:80:a40:ffff:ffff:ffff:ffff:ffff	0x20001464	263122	70.0	-26.486110	-49.066670	br	Marisol Vestuario S.A.
2801:80:a50::/48	2801:80:a50::-2801:80:a50:ffff:ffff:ffff:ffff:ffff	0x20001c9e	28148	70.0	-30.033060	-51.230000	br	Safeweb Segurança da Informação Ltda
2801:80:a60::/47	2801:80:a60::-2801:80:a61:ffff:ffff:ffff:ffff:ffff	0x2000040b	263160	70.0	-28.783890	-51.610000	br	Borrachas Vipal S.A.
2801:80:a70::/48	2801:80:a70::-2801:80:a70:ffff:ffff:ffff:ffff:ffff	0x2000221d	263257	70.0	-23.547500	-46.636110	br	Unimed Regional Maringá
2801:80:a80::/44	2801:80:a80::-2801:80:a8f:ffff:ffff:ffff:ffff:ffff	0x2000227e	11242	70.0	-27.596670	-48.549170	br	Universidade Federal de Santa Catarina
2801:80:ab0::/48	2801:80:ab0::-2801:80:ab0:ffff:ffff:ffff:ffff:ffff	0x200019bc	61933	70.0	-20.128610	-40.307780	br	Prefeitura Municipal de Tangara da Serra
2801:80:ac0::/48	2801:80:ac0::-2801:80:ac0:ffff:ffff:ffff:ffff:ffff	0x200011a6	61760	70.0	-23.522780	-46.188330	br	JSL S/A
2801:80:ad0::/48	2801:80:ad0::-2801:80:ad0:ffff:ffff:ffff:ffff:ffff	0x200018cd	52826	70.0	-23.547500	-46.636110	br	PROTEGE S/A PROTECAO E TRANSPORTE DE VALORES
2801:80:ae0::/48	2801:80:ae0::-2801:80:ae0:ffff:ffff:ffff:ffff:ffff	0x200019be	61779	70.0	-22.725280	-47.649170	br	Prefeitura do Municipio de Piracicaba
2801:80:af0::/48	2801:80:af0::-2801:80:af0:ffff:ffff:ffff:ffff:ffff	0x200004da	61781	70.0	-23.686110	-46.622780	br	CEVA LOGISTICS LTDA
2801:80:b00::/48	2801:80:b00::-2801:80:b00:ffff:ffff:ffff:ffff:ffff	0x200018a2	61789	70.0	-23.547500	-46.636110	br	PORTO SEGURO CIA DE SEGUROS GERAIS
2801:80:b0::/48	2801:80:b0::-2801:80:b0:ffff:ffff:ffff:ffff:ffff	0x2000025e	262783	70.0	-23.547500	-46.636110	br	Associação Salgado de Oliveira de Educação e Cultu
2801:80:b10::/48	2801:80:b10::-2801:80:b10:ffff:ffff:ffff:ffff:ffff	0x20000b04	61801	70.0	-23.547500	-46.636110	br	Eletropaulo Metropolitana Eletric. de S. Paulo S/A
2801:80:b20::/48	2801:80:b20::-2801:80:b20:ffff:ffff:ffff:ffff:ffff	0x20001f8a	61804	70.0	-7.191110	-48.207220	br	TRANS KOTHE TRANSPORTES RODOVIARIOS S/A
2801:80:b30::/48	2801:80:b30::-2801:80:b30:ffff:ffff:ffff:ffff:ffff	0x20000b27	61814	70.0	-23.547500	-46.636110	br	Empresa Brasileira de Ens.Peq.Extensão S/A-EMBRAE
2801:80:b50::/48	2801:80:b50::-2801:80:b50:ffff:ffff:ffff:ffff:ffff	0x200013ac	30419	70.0	-23.547500	-46.636110	br	MEDIAMATH PUBLICIDADE DIGITAL LTDA.
2801:80:b60::/48	2801:80:b60::-2801:80:b60:ffff:ffff:ffff:ffff:ffff	0x2000221b	61835	70.0	-23.547500	-46.636110	br	Unimed Est. SP - Federeção est. das coop. médicas
2801:80:b70::/48	2801:80:b70::-2801:80:b70:ffff:ffff:ffff:ffff:ffff	0x2000230e	61840	70.0	-19.920830	-43.937780	br	VALSPE SOLUCOES EM INFORMATICA LTDA - ME
2801:80:b80::/48	2801:80:b80::-2801:80:b80:ffff:ffff:ffff:ffff:ffff	0x200021d9	61841	70.0	-22.403890	-43.662500	br	UNIVERSIDADE SEVERINO SOMBRA
2801:80:b90::/48	2801:80:b90::-2801:80:b90:ffff:ffff:ffff:ffff:ffff	0x20000ce6	21506	70.0	-23.547500	-46.636110	br	Fundação Universidade de Brasília
2801:80:ba0::/44	2801:80:ba0::-2801:80:baf:ffff:ffff:ffff:ffff:ffff	0x20000059	61843	70.0	-23.547500	-46.636110	br	ADP Brasil LTDA
2801:80:bc0::/44	2801:80:bc0::-2801:80:bcf:ffff:ffff:ffff:ffff:ffff	0x20000cdf	61852	70.0	-19.920830	-43.937780	br	Fundacão para Inovações Tecnológicas - FITec
2801:80:be0::/48	2801:80:be0::-2801:80:be0:ffff:ffff:ffff:ffff:ffff	0x20000fdd	61866	70.0	-28.233330	-49.166670	br	INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRO
2801:80:bf0::/48	2801:80:bf0::-2801:80:bf0:ffff:ffff:ffff:ffff:ffff	0x20000d20	61867	70.0	-23.547500	-46.636110	br	GIGACOM DO BRASIL LTDA
2801:80:c00::/48	2801:80:c00::-2801:80:c00:ffff:ffff:ffff:ffff:ffff	0x200001fc	61879	70.0	-29.168060	-51.179440	br	América Latina Educacional Adm. e Serviços LTDA
2801:80:c0::/48	2801:80:c0::-2801:80:c0:ffff:ffff:ffff:ffff:ffff	0x20001917	53204	70.0	-23.547500	-46.636110	br	Parque Ecológico São Carlos / PMSC
2801:80:c10::/48	2801:80:c10::-2801:80:c10:ffff:ffff:ffff:ffff:ffff	0x20000f09	61880	70.0	-30.033060	-51.230000	br	Hospital de Clínicas de Porto Alegre
2801:80:c20::/48	2801:80:c20::-2801:80:c20:ffff:ffff:ffff:ffff:ffff	0x2000219e	61881	70.0	-30.033060	-51.230000	br	UNIMED PORTO ALEGRE COOPERATIVA MEDICA LTDA
2801:80:c30::/48	2801:80:c30::-2801:80:c30:ffff:ffff:ffff:ffff:ffff	0x20001949	61721	70.0	-22.902780	-43.207500	br	Petróleo Brasileiro S/A - Petrobras
2801:80:c40::/48	2801:80:c40::-2801:80:c40:ffff:ffff:ffff:ffff:ffff	0x200004be	61809	70.0	-23.305280	-45.965830	br	CEBRACE CRISTAL PLANO LTDA
2801:80:c50::/48	2801:80:c50::-2801:80:c50:ffff:ffff:ffff:ffff:ffff	0x20001cf8	61738	70.0	-23.547500	-46.636110	br	Sec. de Estado de Plan. e Orçamento do DF
2801:80:c60::/48	2801:80:c60::-2801:80:c60:ffff:ffff:ffff:ffff:ffff	0x200023b7	61742	70.0	-23.547500	-46.636110	br	Versatil Solução Empresarial Ltda ME
2801:80:c70::/48	2801:80:c70::-2801:80:c70:ffff:ffff:ffff:ffff:ffff	0x20000c05	61749	70.0	-21.551390	-45.430280	br	FUNDACAO DE ENSINO E PESQ SUL DE MINAS
2801:80:c90::/48	2801:80:c90::-2801:80:c90:ffff:ffff:ffff:ffff:ffff	0x20000071	61656	70.0	-15.779720	-47.929720	br	AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL
2801:80:ca0::/48	2801:80:ca0::-2801:80:ca0:ffff:ffff:ffff:ffff:ffff	0x20000ce5	61661	70.0	-29.783060	-55.791940	br	Fundação Universidade Federal do Pampa
2801:80:cb0::/48	2801:80:cb0::-2801:80:cb0:ffff:ffff:ffff:ffff:ffff	0x200006ac	61690	70.0	-23.425280	-51.938610	br	Central das Cooperativas de Credito do Estado do P
2801:80:cc0::/48	2801:80:cc0::-2801:80:cc0:ffff:ffff:ffff:ffff:ffff	0x2000221f	264363	70.0	-22.314720	-49.060560	br	Unimed de Bauru - Cooperativa de Trabalho Medico
2801:80:cd0::/48	2801:80:cd0::-2801:80:cd0:ffff:ffff:ffff:ffff:ffff	0x200012b5	264370	70.0	-7.940830	-34.873060	br	LWART LUBRIFICANTES LTDA
2801:80:ce0::/48	2801:80:ce0::-2801:80:ce0:ffff:ffff:ffff:ffff:ffff	0x20000fda	264372	70.0	-19.920830	-43.937780	br	INSTITUTO HERMES PARDINI SA
2801:80:d00::/48	2801:80:d00::-2801:80:d00:ffff:ffff:ffff:ffff:ffff	0x20001dcc	264454	70.0	-26.897780	-49.231670	br	Sociedade Educacional Leonardo da Vinci S/S Ltda
2801:80:d0::/48	2801:80:d0::-2801:80:d0:ffff:ffff:ffff:ffff:ffff	0x200009b0	28301	70.0	-22.902780	-43.207500	br	Departamento de Educação e Cultura do Exército
2801:80:d10::/48	2801:80:d10::-2801:80:d10:ffff:ffff:ffff:ffff:ffff	0x20001226	264396	70.0	-5.466670	-35.366670	br	Kepler Sistemas Ltda ME
2801:80:d20::/44	2801:80:d20::-2801:80:d2f:ffff:ffff:ffff:ffff:ffff	0x20001c85	53159	70.0	-15.779720	-47.929720	br	SUPREMO TRIBUNAL FEDERAL
2801:80:d40::/48	2801:80:d40::-2801:80:d40:ffff:ffff:ffff:ffff:ffff	0x200009b2	264423	70.0	-23.547500	-46.636110	br	Departamento de Trânsito do Estado do Pará
2801:80:d50::/48	2801:80:d50::-2801:80:d50:ffff:ffff:ffff:ffff:ffff	0x20000c17	264427	70.0	-7.113890	-34.978060	br	FUNDAÇÃO INSTITUTO NACIONAL DE TELECOMUNICAÇÕES
2801:80:d60::/44	2801:80:d60::-2801:80:d6f:ffff:ffff:ffff:ffff:ffff	0x20001528	61807	70.0	-23.547500	-46.636110	br	Ministério da Educação
2801:80:d80::/48	2801:80:d80::-2801:80:d80:ffff:ffff:ffff:ffff:ffff	0x200000e4	264466	70.0	-1.455830	-48.504440	br	ASSOCIACAO CULTURAL E EDUCACIONAL DO ESTADO DO PAR
2801:80:d90::/48	2801:80:d90::-2801:80:d90:ffff:ffff:ffff:ffff:ffff	0x200021d2	264471	70.0	-24.955830	-53.455280	br	UNIVERSIDADE ESTADUAL DO OESTE DO PARANA
2801:80:da0::/44	2801:80:da0::-2801:80:daf:ffff:ffff:ffff:ffff:ffff	0x20001f99	264467	70.0	-15.779720	-47.929720	br	TRIBUNAL SUPERIOR DO TRABALHO
2801:80:dc0::/44	2801:80:dc0::-2801:80:dcf:ffff:ffff:ffff:ffff:ffff	0x20002130	61569	70.0	-15.779720	-47.929720	br	Tribunal Regional Federal da 1a Regiao
2801:80:de0::/48	2801:80:de0::-2801:80:de0:ffff:ffff:ffff:ffff:ffff	0x200018ad	264474	70.0	-8.283330	-35.976110	br	PREFEITURA MUN. CARUARU
2801:80:df0::/48	2801:80:df0::-2801:80:df0:ffff:ffff:ffff:ffff:ffff	0x20002133	264476	70.0	-7.115000	-34.863060	br	Tribunal Regional do Trabalho 13a. Regiao
2801:80:e00::/48	2801:80:e00::-2801:80:e00:ffff:ffff:ffff:ffff:ffff	0x20001f95	264481	70.0	-1.455830	-48.504440	br	TRIBUNAL REGIONAL DO TRABALHO - 8A REGIAO
2801:80:e0::/48	2801:80:e0::-2801:80:e0:ffff:ffff:ffff:ffff:ffff	0x200006d7	53215	70.0	-23.547500	-46.636110	br	China Construction Bank
2801:80:e10::/48	2801:80:e10::-2801:80:e10:ffff:ffff:ffff:ffff:ffff	0x200019b2	264482	70.0	-24.713610	-53.743060	br	Prati
2801:80:e20::/48	2801:80:e20::-2801:80:e20:ffff:ffff:ffff:ffff:ffff	0x20001430	264495	70.0	2.819720	-60.673330	br	MUNICÍPIO DE BOA VISTA
2801:80:e30::/48	2801:80:e30::-2801:80:e30:ffff:ffff:ffff:ffff:ffff	0x20001bb2	264506	70.0	-23.547500	-46.636110	br	SCGAS - Companhia de Gás de Santa Catarina
2801:80:e40::/48	2801:80:e40::-2801:80:e40:ffff:ffff:ffff:ffff:ffff	0x20000a73	264507	70.0	-8.053890	-34.881110	br	EMPREL - EMPRESA MUNICIPAL DE INFORMATICA
2801:80:e50::/48	2801:80:e50::-2801:80:e50:ffff:ffff:ffff:ffff:ffff	0x20001ef8	264532	70.0	-26.304440	-48.845560	br	TAN - TECNOLOGIA DA INFORMAÇÃO APLICADA A NEGÓCIOS
2801:80:e60::/48	2801:80:e60::-2801:80:e60:ffff:ffff:ffff:ffff:ffff	0x20001c52	264534	70.0	-23.547500	-46.636110	br	SPOT PROMOÇÕES
2801:80:e80::/48	2801:80:e80::-2801:80:e80:ffff:ffff:ffff:ffff:ffff	0x200002c6	264581	70.0	-3.717220	-38.543060	br	BANCO DO NORDESTE DO BRASIL S/A
2801:80:e90::/48	2801:80:e90::-2801:80:e90:ffff:ffff:ffff:ffff:ffff	0x200009ee	264583	70.0	-23.547500	-46.636110	br	DigitalSign Certificação Digital LTDA.
2801:80:ea0::/48	2801:80:ea0::-2801:80:ea0:ffff:ffff:ffff:ffff:ffff	0x20001cc3	264095	70.0	-16.678610	-49.253890	br	Saneamento de Goias S.A.
2801:80:eb0::/48	2801:80:eb0::-2801:80:eb0:ffff:ffff:ffff:ffff:ffff	0x200018ac	264099	70.0	-22.330280	-47.172500	br	PREFEITURA DO MUNICIPIO DE CONCHAL
2801:80:ec0::/48	2801:80:ec0::-2801:80:ec0:ffff:ffff:ffff:ffff:ffff	0x20002135	264102	70.0	-25.427780	-49.273060	br	Tribunal Regional do Trabalho 9ª Região
2801:80:ed0::/48	2801:80:ed0::-2801:80:ed0:ffff:ffff:ffff:ffff:ffff	0x200014e3	61571	70.0	-26.990560	-48.634720	br	Metro Tecnologia
2801:80:ef0::/48	2801:80:ef0::-2801:80:ef0:ffff:ffff:ffff:ffff:ffff	0x20000c0c	264185	70.0	-27.634170	-52.273890	br	FUNDACAO REGIONAL INTEGRADA - CAMPUS DE ERECHIM
2801:80:f00::/48	2801:80:f00::-2801:80:f00:ffff:ffff:ffff:ffff:ffff	0x200018af	264190	70.0	-23.090280	-47.218060	br	PREFEITURA MUNICIPAL DE INDAIATUBA
2801:80:f0::/48	2801:80:f0::-2801:80:f0:ffff:ffff:ffff:ffff:ffff	0x2000016f	14346	70.0	-23.547500	-46.636110	br	Agencia Estado Ltda
2801:80:f10::/48	2801:80:f10::-2801:80:f10:ffff:ffff:ffff:ffff:ffff	0x20001382	264198	70.0	-23.547500	-46.636110	br	M2E PREST DE SERV ESPECIALIZADOS EM INF LTDA - EPP
2801:80:f20::/48	2801:80:f20::-2801:80:f20:ffff:ffff:ffff:ffff:ffff	0x200004f6	264225	70.0	-23.547500	-46.636110	br	CIELO S.A.
2801:80:f30::/48	2801:80:f30::-2801:80:f30:ffff:ffff:ffff:ffff:ffff	0x20000b18	264258	70.0	-20.022500	-45.543610	br	Embare Industria Alimenticia S/A
2801:80:f70::/48	2801:80:f70::-2801:80:f70:ffff:ffff:ffff:ffff:ffff	0x20001c1d	264256	70.0	-29.168060	-51.179440	br	SNOWLAND PARTICIPACOES E CONSULTORIA LTDA
2801:80:f80::/44	2801:80:f80::-2801:80:f8f:ffff:ffff:ffff:ffff:ffff	0x2000016e	264261	70.0	-15.779720	-47.929720	br	Agencia Brasileira de Desenvolvimento Industrial
2801:80:fa0::/44	2801:80:fa0::-2801:80:faf:ffff:ffff:ffff:ffff:ffff	0x2000212e	264271	70.0	-5.795000	-35.209440	br	Tribunal Regional Eleitoral do Rio Grande do Norte
2801:80:fc0::/48	2801:80:fc0::-2801:80:fc0:ffff:ffff:ffff:ffff:ffff	0x20000b3c	264291	70.0	-27.596670	-48.549170	br	Engie Brasil Energia S A
2801:80:fd0::/48	2801:80:fd0::-2801:80:fd0:ffff:ffff:ffff:ffff:ffff	0x20001527	264296	70.0	-12.971110	-38.510830	br	Ministério Publico do Estado da Bahia
2801:80:fe0::/48	2801:80:fe0::-2801:80:fe0:ffff:ffff:ffff:ffff:ffff	0x20001d3b	264304	70.0	-12.971110	-38.510830	br	Serviço Nacional de Aprendizagem Industrial-SENAI
2801:80:ff0::/48	2801:80:ff0::-2801:80:ff0:ffff:ffff:ffff:ffff:ffff	0x200009b1	264312	70.0	-23.547500	-46.636110	br	Departamento de Polícia Rodoviária Federal
2801:82::/32	2801:82::-2801:82:ffff:ffff:ffff:ffff:ffff:ffff	0x20000c1a	10881	70.0	-25.427780	-49.273060	br	FUNPAR - Fundacao da UFPR para o DCTC
2801:84::/32	2801:84::-2801:84:ffff:ffff:ffff:ffff:ffff:ffff	0x2000227e	263300	70.0	-27.598980	-48.526180	br	Universidade Federal de Santa Catarina
2801:86::/32	2801:86::-2801:86:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d4	53164	70.0	-12.971110	-38.510830	br	UNIVERSIDADE FEDERAL DA BAHIA
2801:88::/32	2801:88::-2801:88:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d3	53166	70.0	-23.547500	-46.636110	br	UNIVERSIDADE ESTADUAL PAULISTA
2801:8a::/32	2801:8a::-2801:8a:ffff:ffff:ffff:ffff:ffff:ffff	0x200021ce	53187	70.0	-22.905560	-47.060830	br	UNIVERSIDADE ESTADUAL DE CAMPINAS
2801:8c::/32	2801:8c::-2801:8c:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d8	262857	70.0	-5.795000	-35.209440	br	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
2801:8e::/32	2801:8e::-2801:8e:ffff:ffff:ffff:ffff:ffff:ffff	0x200002c4	11993	70.0	-15.779720	-47.929720	br	BANCO DO BRASIL S.A.
2801:90::/32	2801:90::-2801:90:ffff:ffff:ffff:ffff:ffff:ffff	0x200000bc	262876	70.0	-5.795000	-35.209440	br	APEC-SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA S.A
2801:92::/32	2801:92::-2801:92:ffff:ffff:ffff:ffff:ffff:ffff	0x200019b7	262882	70.0	-22.314720	-49.060560	br	Prefeitura Municipal de Bauru
2801:94::/32	2801:94::-2801:94:ffff:ffff:ffff:ffff:ffff:ffff	0x20000000	52958	70.0	-23.547500	-46.636110	br	
2801:96::/32	2801:96::-2801:96:ffff:ffff:ffff:ffff:ffff:ffff	0x200002b9	28586	70.0	-23.547500	-46.636110	br	BANCO BRADESCO SA
2801:98::/32	2801:98::-2801:98:ffff:ffff:ffff:ffff:ffff:ffff	0x200010d6	53203	70.0	-23.547500	-46.636110	br	Inst. de Tec. da Informação e Comunicação do ES.
2801:9a::/32	2801:9a::-2801:9a:ffff:ffff:ffff:ffff:ffff:ffff	0x200018be	7465	70.0	-30.033060	-51.230000	br	PROCERGS - Cia de Processamento de Dados do RGS
2801:9c::/32	2801:9c::-2801:9c:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d7	52992	70.0	-23.547500	-46.636110	br	UNIVERSIDADE FEDERAL DE SAO PAULO
2801:9e::/32	2801:9e::-2801:9e:ffff:ffff:ffff:ffff:ffff:ffff	0x20001167	15256	70.0	-23.547500	-46.636110	br	Itau Unibanco S.A.
2801:a0::/32	2801:a0::-2801:a0:ffff:ffff:ffff:ffff:ffff:ffff	0x20000b23	28616	70.0	-19.920830	-43.937780	br	Emp. de Informatica e Informaçao do Mun. BH/SA
2801:a2::/32	2801:a2::-2801:a2:ffff:ffff:ffff:ffff:ffff:ffff	0x20001994	262580	70.0	-23.547500	-46.636110	br	Polícia Militar do Estado de São Paulo
2801:a4::/32	2801:a4::-2801:a4:ffff:ffff:ffff:ffff:ffff:ffff	0x20000ce4	262742	70.0	-23.547500	-46.636110	br	Fundação Universidade Federal do ABC - UFABC
2801:a6::/32	2801:a6::-2801:a6:ffff:ffff:ffff:ffff:ffff:ffff	0x20002192	52853	70.0	-21.245280	-44.999720	br	UFLA - UNIVERSIDADE FEDERAL DE LAVRAS
2801:a8::/32	2801:a8::-2801:a8:ffff:ffff:ffff:ffff:ffff:ffff	0x20001dce	262639	70.0	-23.186390	-46.884170	br	Sociedade PADRE ANCHIETA DE ENSINO
2801:aa::/32	2801:aa::-2801:aa:ffff:ffff:ffff:ffff:ffff:ffff	0x20001a70	263050	70.0	-5.795000	-35.209440	br	REDE NORTERIOGRANDESE DE INFORMATICA - RNI
2801:ac::/32	2801:ac::-2801:ac:ffff:ffff:ffff:ffff:ffff:ffff	0x200002b1	28596	70.0	-23.547500	-46.636110	br	B3 S.A. Brasil
2801:ae::/32	2801:ae::-2801:ae:ffff:ffff:ffff:ffff:ffff:ffff	0x200010bc	53116	70.0	-22.905560	-47.060830	br	Informática de Municípios Associados S/A - IMA
2801:b0::/32	2801:b0::-2801:b0:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d6	52888	70.0	-22.017500	-47.890830	br	UNIVERSIDADE FEDERAL DE SAO CARLOS
2801:b2::/32	2801:b2::-2801:b2:ffff:ffff:ffff:ffff:ffff:ffff	0x20000fd0	263023	70.0	-9.665830	-35.735280	br	INST DE TECN EM INF E INF DO EST DE AL
2801:b4::/32	2801:b4::-2801:b4:ffff:ffff:ffff:ffff:ffff:ffff	0x20000486	20116	70.0	-15.779720	-47.929720	br	CAIXA ECONOMICA FEDERAL
2801:b6::/32	2801:b6::-2801:b6:ffff:ffff:ffff:ffff:ffff:ffff	0x20000c0a	263083	70.0	-25.547780	-54.588060	br	FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL
2801:b8::/32	2801:b8::-2801:b8:ffff:ffff:ffff:ffff:ffff:ffff	0x20000cd7	52886	70.0	-22.905560	-47.060830	br	Fundacao CPqD - Centro Pesq.Desenv.Telecom.
2801:ba::/32	2801:ba::-2801:ba:ffff:ffff:ffff:ffff:ffff:ffff	0x200004cd	28602	70.0	-15.596110	-56.096670	br	CENTRO DE PROC. DE DADOS DO ESTADO DE MATO GROSSO
2801:bc::/32	2801:bc::-2801:bc:ffff:ffff:ffff:ffff:ffff:ffff	0x200021cd	28601	70.0	-27.596670	-48.549170	br	UNIVERSIDADE DO ESTADO DE SANTA CATARINA
2801:be::/32	2801:be::-2801:be:ffff:ffff:ffff:ffff:ffff:ffff	0x200021d5	263610	70.0	-27.096390	-52.618330	br	UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS
2801:c0::/32	2801:c0::-2801:c0:ffff:ffff:ffff:ffff:ffff:ffff	0x9b002240	0	70.0	32.651940	-115.468330	mx	Universidad Autonoma del Estado de Baja California
2801:c4:10::/48	2801:c4:10::-2801:c4:10:ffff:ffff:ffff:ffff:ffff	0x9b0010e1	0	70.0	20.666670	-103.333330	mx	Instituto Jalisciense de Tecnologias de la Informacion A.C.
2801:c4:12::/48	2801:c4:12::-2801:c4:12:ffff:ffff:ffff:ffff:ffff	0x9b0021ab	0	70.0	18.916670	-99.250000	mx	UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS
2801:c4:17::/48	2801:c4:17::-2801:c4:17:ffff:ffff:ffff:ffff:ffff	0x9b000f55	0	70.0	25.666670	-100.316670	mx	IAR Mexico
2801:c4:19::/48	2801:c4:19::-2801:c4:19:ffff:ffff:ffff:ffff:ffff	0x9b002242	0	70.0	19.428470	-99.127660	mx	Universidad Autónoma de Yucatán
